face_id,主脸型,辅变化,额头,眉骨,眼窝,颧骨,面颊,下颌,眼型,眼尾,眼距,虹膜,鼻根,鼻梁,鼻头,唇型,嘴角,特殊标志,一句话脸
FD00061,上宽下窄脸,中庭展宽,高额,薄眉骨,浅眼窝,柔和颧骨,轻凹面颊,骨感下颌,宽杏眼,眼尾平直,标准眼距,星点虹膜,窄鼻根,微弧鼻梁,骨感鼻头,平直唇,嘴角平直,右眼下浅泪痣,上宽下窄脸（中庭展宽），薄眉骨/浅眼窝，宽杏眼·眼尾平直·标准眼距，窄鼻根/微弧鼻梁/骨感鼻头，平直唇·嘴角平直，骨感下颌
FD00062,幼态方脸,中庭展宽,平直额,低眉骨,深眼窝,宽颧骨,轻凹面颊,圆方下颌,狼系眼,眼尾下压,标准眼距,琥珀瞳,中高鼻根,高直鼻梁,肉感鼻头,厚唇,嘴角下垂,额角旧痕,幼态方脸（中庭展宽），低眉骨/深眼窝，狼系眼·眼尾下压·标准眼距，中高鼻根/高直鼻梁/肉感鼻头，厚唇·嘴角下垂，圆方下颌
FD00063,骨感方脸,颈部线条延长,饱满额,柔和眉骨,窄深眼窝,窄颧骨,成熟收紧面颊,收敛下颌,蛇系眼,眼尾微挑,宽眼距,碎裂虹膜,低鼻根,轻鹰钩鼻梁,窄翼鼻头,小嘴,嘴角下垂,无标志,骨感方脸（颈部线条延长），柔和眉骨/窄深眼窝，蛇系眼·眼尾微挑·宽眼距，低鼻根/轻鹰钩鼻梁/窄翼鼻头，小嘴·嘴角下垂，收敛下颌
FD00064,长圆脸,颈部线条延长,平直额,柔和眉骨,窄深眼窝,宽颧骨,成熟收紧面颊,柔和下颌,成熟长眼,眼尾平直,窄眼距,浅褐瞳,窄鼻根,高直鼻梁,小圆鼻头,平直唇,嘴角上扬,单侧虎牙,长圆脸（颈部线条延长），柔和眉骨/窄深眼窝，成熟长眼·眼尾平直·窄眼距，窄鼻根/高直鼻梁/小圆鼻头，平直唇·嘴角上扬，柔和下颌
FD00065,正梯形脸,下颌线清晰化,低额,柔和眉骨,宽浅眼窝,外扩颧骨,薄面颊,窄下颌,狭长瑞凤眼,眼尾明显挑,宽眼距,异色瞳,中鼻根,微弧鼻梁,下压鼻头,上厚下薄,单侧上扬,唇下小痣,正梯形脸（下颌线清晰化），柔和眉骨/宽浅眼窝，狭长瑞凤眼·眼尾明显挑·宽眼距，中鼻根/微弧鼻梁/下压鼻头，上厚下薄·单侧上扬，窄下颌
FD00066,清瘦圆脸,偏柔圆润,宽额,厚眉骨,眼下饱满,低颧骨,幼态柔软面颊,方下颌,蛇系眼,眼尾下沉,窄眼距,淡金瞳,低鼻根,柔和鼻梁,微钝鼻头,上薄下厚,单侧上扬,无标志,清瘦圆脸（偏柔圆润），厚眉骨/眼下饱满，蛇系眼·眼尾下沉·窄眼距，低鼻根/柔和鼻梁/微钝鼻头，上薄下厚·单侧上扬，方下颌
FD00067,梨形脸,颌角弱化,饱满额,柔和眉骨,中度眼窝,窄颧骨,轻凹面颊,圆方下颌,桃花眼,眼尾微挑,宽眼距,灰蓝瞳,低鼻根,轻微偏右鼻梁,小圆鼻头,上薄下厚,嘴角紧收,单侧虎牙,梨形脸（颌角弱化），柔和眉骨/中度眼窝，桃花眼·眼尾微挑·宽眼距，低鼻根/轻微偏右鼻梁/小圆鼻头，上薄下厚·嘴角紧收，圆方下颌
FD00068,肉感短脸,中轴微长,骨感额,内侧突出眉骨,眼下骨感,窄颧骨,轻凹面颊,明显下颌角,窄杏眼,眼尾下压,窄眼距,深色瞳,宽鼻根,柔和鼻梁,窄翼鼻头,宽嘴,嘴角下垂,右眼下浅泪痣,肉感短脸（中轴微长），内侧突出眉骨/眼下骨感，窄杏眼·眼尾下压·窄眼距，宽鼻根/柔和鼻梁/窄翼鼻头，宽嘴·嘴角下垂，明显下颌角
FD00069,清瘦圆脸,下颌线柔化,窄额,低眉骨,窄深眼窝,柔和颧骨,幼态柔软面颊,宽下颌,狐狸系眼,眼尾下压,窄眼距,星点虹膜,低鼻根,高直鼻梁,下压鼻头,上厚下薄,嘴角下垂,左颊浅疤,清瘦圆脸（下颌线柔化），低眉骨/窄深眼窝，狐狸系眼·眼尾下压·窄眼距，低鼻根/高直鼻梁/下压鼻头，上厚下薄·嘴角下垂，宽下颌
FD00070,宽方脸,下庭收窄,平直额,柔和眉骨,深眼窝,低颧骨,轻凹面颊,宽下颌,鹰隼眼,眼尾平直,标准眼距,异色瞳,宽鼻根,微弧鼻梁,微钝鼻头,宽嘴,嘴角紧收,左颊浅疤,宽方脸（下庭收窄），柔和眉骨/深眼窝，鹰隼眼·眼尾平直·标准眼距，宽鼻根/微弧鼻梁/微钝鼻头，宽嘴·嘴角紧收，宽下颌
FD00071,圆方脸,骨点内敛,平直额,外侧突出眉骨,深眼窝,外扩颧骨,幼态柔软面颊,圆方下颌,狼系眼,眼尾微挑,窄眼距,异色瞳,低鼻根,中直鼻梁,轻翘鼻头,上厚下薄,嘴角上扬,左眼下浅泪痣,圆方脸（骨点内敛），外侧突出眉骨/深眼窝，狼系眼·眼尾微挑·窄眼距，低鼻根/中直鼻梁/轻翘鼻头，上厚下薄·嘴角上扬，圆方下颌
FD00072,倒梯形脸,颊部略凹,微凸额,低眉骨,中度眼窝,高颧骨,幼态柔软面颊,窄下颌,半睁懒眼,眼尾平直,宽眼距,淡金瞳,宽鼻根,宽骨鼻梁,小圆鼻头,上薄下厚,嘴角下垂,下颌浅疤,倒梯形脸（颊部略凹），低眉骨/中度眼窝，半睁懒眼·眼尾平直·宽眼距，宽鼻根/宽骨鼻梁/小圆鼻头，上薄下厚·嘴角下垂，窄下颌
FD00073,短方脸,颊部略凹,骨感额,外侧突出眉骨,中度眼窝,柔和颧骨,成熟收紧面颊,圆方下颌,疲惫眼,眼尾平直,标准眼距,琥珀瞳,低鼻根,柔和鼻梁,下压鼻头,小嘴,单侧上扬,碎裂虹膜,短方脸（颊部略凹），外侧突出眉骨/中度眼窝，疲惫眼·眼尾平直·标准眼距，低鼻根/柔和鼻梁/下压鼻头，小嘴·单侧上扬，圆方下颌
FD00074,倒梯形脸,中轴微长,饱满额,内侧突出眉骨,中度眼窝,外扩颧骨,成熟收紧面颊,骨感下颌,蛇系眼,眼尾延展,宽眼距,浅褐瞳,高鼻根,高直鼻梁,方圆鼻头,上厚下薄,嘴角紧收,耳后小痣,倒梯形脸（中轴微长），内侧突出眉骨/中度眼窝，蛇系眼·眼尾延展·宽眼距，高鼻根/高直鼻梁/方圆鼻头，上厚下薄·嘴角紧收，骨感下颌
FD00075,标准菱形,骨点外显,骨感额,厚眉骨,眼下饱满,高颧骨,轻凹面颊,柔和下颌,桃花眼,眼尾延展,窄眼距,淡金瞳,窄鼻根,轻微偏左鼻梁,肉感鼻头,上薄下厚,单侧上扬,无标志,标准菱形（骨点外显），厚眉骨/眼下饱满，桃花眼·眼尾延展·窄眼距，窄鼻根/轻微偏左鼻梁/肉感鼻头，上薄下厚·单侧上扬，柔和下颌
FD00076,柔和方脸,颌角强调,饱满额,厚眉骨,眼下饱满,外扩颧骨,薄面颊,窄下颌,鹿系眼,眼尾微挑,窄眼距,异色瞳,高鼻根,轻微偏左鼻梁,肉感鼻头,上厚下薄,嘴角紧收,额角旧痕,柔和方脸（颌角强调），厚眉骨/眼下饱满，鹿系眼·眼尾微挑·窄眼距，高鼻根/轻微偏左鼻梁/肉感鼻头，上厚下薄·嘴角紧收，窄下颌
FD00077,颧部展开脸,中庭展宽,平直额,低眉骨,中度眼窝,窄颧骨,幼态柔软面颊,明显下颌角,宽杏眼,眼尾下压,标准眼距,浅褐瞳,中高鼻根,轻鹰钩鼻梁,方圆鼻头,厚唇,嘴角紧收,眉上小疤,颧部展开脸（中庭展宽），低眉骨/中度眼窝，宽杏眼·眼尾下压·标准眼距，中高鼻根/轻鹰钩鼻梁/方圆鼻头，厚唇·嘴角紧收，明显下颌角
FD00078,心形脸,下颌线清晰化,低额,厚眉骨,深眼窝,柔和颧骨,薄面颊,明显下颌角,狼系眼,眼尾延展,宽眼距,碎裂虹膜,低鼻根,高直鼻梁,窄翼鼻头,薄唇,嘴角紧收,单侧酒窝,心形脸（下颌线清晰化），厚眉骨/深眼窝，狼系眼·眼尾延展·宽眼距，低鼻根/高直鼻梁/窄翼鼻头，薄唇·嘴角紧收，明显下颌角
FD00079,圆脸,中庭展宽,高额,厚眉骨,深眼窝,宽颧骨,轻凹面颊,骨感下颌,柳叶眼,眼尾下沉,宽眼距,环状虹膜,低鼻根,微弧鼻梁,微钝鼻头,成熟长唇,嘴角下垂,眉尾旧疤,圆脸（中庭展宽），厚眉骨/深眼窝，柳叶眼·眼尾下沉·宽眼距，低鼻根/微弧鼻梁/微钝鼻头，成熟长唇·嘴角下垂，骨感下颌
FD00080,骨感菱形,下庭加重,饱满额,柔和眉骨,深眼窝,窄颧骨,成熟收紧面颊,收敛下颌,上扬凤眼,眼尾明显挑,窄眼距,碎裂虹膜,中鼻根,轻鹰钩鼻梁,方圆鼻头,上厚下薄,嘴角下垂,单侧酒窝,骨感菱形（下庭加重），柔和眉骨/深眼窝，上扬凤眼·眼尾明显挑·窄眼距，中鼻根/轻鹰钩鼻梁/方圆鼻头，上厚下薄·嘴角下垂，收敛下颌
FD00081,成熟方脸,骨点外显,高额,压迫感眉骨,窄深眼窝,外扩颧骨,饱满面颊,方下颌,圆长眼,眼尾下沉,标准眼距,环状虹膜,窄鼻根,轻鹰钩鼻梁,小圆鼻头,小嘴,单侧上扬,耳后小痣,成熟方脸（骨点外显），压迫感眉骨/窄深眼窝，圆长眼·眼尾下沉·标准眼距，窄鼻根/轻鹰钩鼻梁/小圆鼻头，小嘴·单侧上扬，方下颌
FD00082,心形脸,颈部线条延长,窄额,薄眉骨,窄深眼窝,宽颧骨,薄面颊,圆方下颌,鹰隼眼,眼尾平直,标准眼距,淡金瞳,窄鼻根,轻微偏左鼻梁,肉感鼻头,平直唇,嘴角紧收,左颊浅疤,心形脸（颈部线条延长），薄眉骨/窄深眼窝，鹰隼眼·眼尾平直·标准眼距，窄鼻根/轻微偏左鼻梁/肉感鼻头，平直唇·嘴角紧收，圆方下颌
FD00083,宽菱形,颧部外扩,骨感额,厚眉骨,眼下饱满,柔和颧骨,幼态柔软面颊,明显下颌角,平直杏眼,眼尾延展,标准眼距,环状虹膜,中鼻根,柔和鼻梁,窄翼鼻头,上厚下薄,嘴角下垂,左眼下浅泪痣,宽菱形（颧部外扩），厚眉骨/眼下饱满，平直杏眼·眼尾延展·标准眼距，中鼻根/柔和鼻梁/窄翼鼻头，上厚下薄·嘴角下垂，明显下颌角
FD00084,幼态圆脸,颈部线条延长,平直额,内侧突出眉骨,深眼窝,柔和颧骨,轻凹面颊,明显下颌角,窄杏眼,眼尾下压,宽眼距,环状虹膜,低鼻根,轻微偏右鼻梁,下压鼻头,上厚下薄,嘴角紧收,下颌浅疤,幼态圆脸（颈部线条延长），内侧突出眉骨/深眼窝，窄杏眼·眼尾下压·宽眼距，低鼻根/轻微偏右鼻梁/下压鼻头，上厚下薄·嘴角紧收，明显下颌角
FD00085,宽方脸,颊部略凹,低额,厚眉骨,眼下骨感,低颧骨,幼态柔软面颊,骨感下颌,狼系眼,眼尾延展,标准眼距,灰蓝瞳,中高鼻根,高直鼻梁,窄翼鼻头,成熟长唇,嘴角紧收,单侧酒窝,宽方脸（颊部略凹），厚眉骨/眼下骨感，狼系眼·眼尾延展·标准眼距，中高鼻根/高直鼻梁/窄翼鼻头，成熟长唇·嘴角紧收，骨感下颌
FD00086,幼态方脸,颌角弱化,宽额,内侧突出眉骨,浅眼窝,高颧骨,幼态柔软面颊,收敛下颌,瑞凤眼,眼尾下沉,宽眼距,环状虹膜,宽鼻根,轻鹰钩鼻梁,窄翼鼻头,平直唇,嘴角上扬,双侧酒窝,幼态方脸（颌角弱化），内侧突出眉骨/浅眼窝，瑞凤眼·眼尾下沉·宽眼距，宽鼻根/轻鹰钩鼻梁/窄翼鼻头，平直唇·嘴角上扬，收敛下颌
FD00087,柔和菱形,偏柔圆润,微凸额,压迫感眉骨,眼下骨感,外扩颧骨,成熟收紧面颊,柔和下颌,鹤系眼,眼尾延展,宽眼距,淡金瞳,中高鼻根,柔和鼻梁,下压鼻头,小嘴,嘴角上扬,无标志,柔和菱形（偏柔圆润），压迫感眉骨/眼下骨感，鹤系眼·眼尾延展·宽眼距，中高鼻根/柔和鼻梁/下压鼻头，小嘴·嘴角上扬，柔和下颌
FD00088,窄方脸,中轴微长,低额,薄眉骨,深眼窝,窄颧骨,薄面颊,宽下颌,桃花眼,眼尾明显挑,宽眼距,浅褐瞳,中高鼻根,轻微偏左鼻梁,小圆鼻头,成熟长唇,单侧上扬,眼角小痣,窄方脸（中轴微长），薄眉骨/深眼窝，桃花眼·眼尾明显挑·宽眼距，中高鼻根/轻微偏左鼻梁/小圆鼻头，成熟长唇·单侧上扬，宽下颌
FD00089,宽心形脸,上庭收窄,窄额,高眉骨,宽浅眼窝,窄颧骨,幼态柔软面颊,窄下颌,长杏眼,眼尾明显挑,标准眼距,墨玉瞳,中高鼻根,轻鹰钩鼻梁,骨感鼻头,平直唇,嘴角紧收,鼻梁旧伤,宽心形脸（上庭收窄），高眉骨/宽浅眼窝，长杏眼·眼尾明显挑·标准眼距，中高鼻根/轻鹰钩鼻梁/骨感鼻头，平直唇·嘴角紧收，窄下颌
FD00090,心形脸,上庭收窄,饱满额,低眉骨,窄深眼窝,柔和颧骨,薄面颊,骨感下颌,窄杏眼,眼尾平直,窄眼距,碎裂虹膜,窄鼻根,中直鼻梁,下压鼻头,成熟长唇,嘴角上扬,无标志,心形脸（上庭收窄），低眉骨/窄深眼窝，窄杏眼·眼尾平直·窄眼距，窄鼻根/中直鼻梁/下压鼻头，成熟长唇·嘴角上扬，骨感下颌
FD00091,梨形脸,颌角弱化,宽额,薄眉骨,深眼窝,高颧骨,幼态柔软面颊,柔和下颌,短杏眼,眼尾明显挑,宽眼距,淡金瞳,宽鼻根,轻鹰钩鼻梁,小圆鼻头,上厚下薄,嘴角下垂,无标志,梨形脸（颌角弱化），薄眉骨/深眼窝，短杏眼·眼尾明显挑·宽眼距，宽鼻根/轻鹰钩鼻梁/小圆鼻头，上厚下薄·嘴角下垂，柔和下颌
FD00092,方菱过渡脸,下颌线柔化,窄额,低眉骨,窄深眼窝,窄颧骨,薄面颊,宽下颌,鹿系眼,眼尾微挑,宽眼距,碎裂虹膜,高鼻根,高直鼻梁,轻翘鼻头,薄唇,嘴角下垂,鼻梁旧伤,方菱过渡脸（下颌线柔化），低眉骨/窄深眼窝，鹿系眼·眼尾微挑·宽眼距，高鼻根/高直鼻梁/轻翘鼻头，薄唇·嘴角下垂，宽下颌
FD00093,成熟方脸,颊部略凹,宽额,内侧突出眉骨,浅眼窝,宽颧骨,轻凹面颊,圆方下颌,桃花眼,眼尾延展,宽眼距,浅褐瞳,宽鼻根,轻微偏左鼻梁,轻翘鼻头,上厚下薄,嘴角上扬,右眉轻断,成熟方脸（颊部略凹），内侧突出眉骨/浅眼窝，桃花眼·眼尾延展·宽眼距，宽鼻根/轻微偏左鼻梁/轻翘鼻头，上厚下薄·嘴角上扬，圆方下颌
FD00094,幼态方脸,上庭展开,微凸额,厚眉骨,眼下饱满,外扩颧骨,饱满面颊,圆方下颌,短杏眼,眼尾平直,宽眼距,灰蓝瞳,中鼻根,轻鹰钩鼻梁,微钝鼻头,成熟长唇,单侧上扬,无标志,幼态方脸（上庭展开），厚眉骨/眼下饱满，短杏眼·眼尾平直·宽眼距，中鼻根/轻鹰钩鼻梁/微钝鼻头，成熟长唇·单侧上扬，圆方下颌
FD00095,清瘦圆脸,颊部饱满,高额,压迫感眉骨,浅眼窝,外扩颧骨,薄面颊,骨感下颌,鹿系眼,眼尾下沉,宽眼距,墨玉瞳,中鼻根,高直鼻梁,轻翘鼻头,成熟长唇,嘴角紧收,左眼下浅泪痣,清瘦圆脸（颊部饱满），压迫感眉骨/浅眼窝，鹿系眼·眼尾下沉·宽眼距，中鼻根/高直鼻梁/轻翘鼻头，成熟长唇·嘴角紧收，骨感下颌
FD00096,宽方脸,下颌线清晰化,微凸额,薄眉骨,中度眼窝,窄颧骨,饱满面颊,明显下颌角,平直杏眼,眼尾微挑,宽眼距,环状虹膜,宽鼻根,轻微偏左鼻梁,下压鼻头,上薄下厚,单侧上扬,左眼下浅泪痣,宽方脸（下颌线清晰化），薄眉骨/中度眼窝，平直杏眼·眼尾微挑·宽眼距，宽鼻根/轻微偏左鼻梁/下压鼻头，上薄下厚·单侧上扬，明显下颌角
FD00097,正梯形脸,中轴收紧,低额,薄眉骨,中度眼窝,外扩颧骨,轻凹面颊,方下颌,长杏眼,眼尾延展,宽眼距,星点虹膜,低鼻根,宽骨鼻梁,肉感鼻头,弓形唇,单侧上扬,环状虹膜,正梯形脸（中轴收紧），薄眉骨/中度眼窝，长杏眼·眼尾延展·宽眼距，低鼻根/宽骨鼻梁/肉感鼻头，弓形唇·单侧上扬，方下颌
FD00098,圆方脸,下颌线柔化,平直额,高眉骨,眼下骨感,宽颧骨,成熟收紧面颊,骨感下颌,柳叶眼,眼尾平直,宽眼距,淡金瞳,宽鼻根,轻微偏左鼻梁,肉感鼻头,弓形唇,单侧上扬,眉尾旧疤,圆方脸（下颌线柔化），高眉骨/眼下骨感，柳叶眼·眼尾平直·宽眼距，宽鼻根/轻微偏左鼻梁/肉感鼻头，弓形唇·单侧上扬，骨感下颌
FD00099,幼态方脸,上庭收窄,骨感额,低眉骨,窄深眼窝,外扩颧骨,幼态柔软面颊,圆方下颌,冷感眼,眼尾延展,宽眼距,碎裂虹膜,窄鼻根,轻微偏右鼻梁,微钝鼻头,弓形唇,嘴角紧收,左眼下浅泪痣,幼态方脸（上庭收窄），低眉骨/窄深眼窝，冷感眼·眼尾延展·宽眼距，窄鼻根/轻微偏右鼻梁/微钝鼻头，弓形唇·嘴角紧收，圆方下颌
FD00100,骨感方脸,偏锐收窄,微凸额,外侧突出眉骨,中度眼窝,宽颧骨,薄面颊,收敛下颌,桃花眼,眼尾延展,窄眼距,环状虹膜,宽鼻根,柔和鼻梁,方圆鼻头,小嘴,嘴角下垂,碎裂虹膜,骨感方脸（偏锐收窄），外侧突出眉骨/中度眼窝，桃花眼·眼尾延展·窄眼距，宽鼻根/柔和鼻梁/方圆鼻头，小嘴·嘴角下垂，收敛下颌
FD00101,心形脸,偏锐收窄,低额,高眉骨,深眼窝,宽颧骨,轻凹面颊,明显下颌角,半睁懒眼,眼尾下沉,标准眼距,异色瞳,中鼻根,轻微偏右鼻梁,微钝鼻头,宽嘴,嘴角平直,左颊浅疤,心形脸（偏锐收窄），高眉骨/深眼窝，半睁懒眼·眼尾下沉·标准眼距，中鼻根/轻微偏右鼻梁/微钝鼻头，宽嘴·嘴角平直，明显下颌角
FD00102,幼态圆脸,骨点内敛,宽额,压迫感眉骨,浅眼窝,柔和颧骨,饱满面颊,圆方下颌,平直杏眼,眼尾微挑,宽眼距,星点虹膜,低鼻根,宽骨鼻梁,小圆鼻头,成熟长唇,嘴角平直,额角旧痕,幼态圆脸（骨点内敛），压迫感眉骨/浅眼窝，平直杏眼·眼尾微挑·宽眼距，低鼻根/宽骨鼻梁/小圆鼻头，成熟长唇·嘴角平直，圆方下颌
FD00103,短方脸,上庭展开,微凸额,薄眉骨,眼下骨感,宽颧骨,轻凹面颊,柔和下颌,宽杏眼,眼尾微挑,宽眼距,星点虹膜,中鼻根,宽骨鼻梁,方圆鼻头,成熟长唇,单侧上扬,双侧酒窝,短方脸（上庭展开），薄眉骨/眼下骨感，宽杏眼·眼尾微挑·宽眼距，中鼻根/宽骨鼻梁/方圆鼻头，成熟长唇·单侧上扬，柔和下颌
FD00104,宽菱形,骨点外显,低额,厚眉骨,深眼窝,柔和颧骨,成熟收紧面颊,柔和下颌,圆长眼,眼尾延展,窄眼距,琥珀瞳,低鼻根,微弧鼻梁,微钝鼻头,上薄下厚,单侧上扬,额角旧痕,宽菱形（骨点外显），厚眉骨/深眼窝，圆长眼·眼尾延展·窄眼距，低鼻根/微弧鼻梁/微钝鼻头，上薄下厚·单侧上扬，柔和下颌
FD00105,宽菱形,颈部线条收短,窄额,厚眉骨,浅眼窝,高颧骨,幼态柔软面颊,方下颌,狭长眼,眼尾下沉,宽眼距,深色瞳,中高鼻根,轻微偏左鼻梁,窄翼鼻头,宽嘴,嘴角下垂,耳后小痣,宽菱形（颈部线条收短），厚眉骨/浅眼窝，狭长眼·眼尾下沉·宽眼距，中高鼻根/轻微偏左鼻梁/窄翼鼻头，宽嘴·嘴角下垂，方下颌
FD00106,长菱形,偏柔圆润,宽额,低眉骨,眼下骨感,柔和颧骨,轻凹面颊,宽下颌,桃花眼,眼尾明显挑,宽眼距,浅褐瞳,窄鼻根,轻鹰钩鼻梁,窄翼鼻头,厚唇,单侧上扬,单侧酒窝,长菱形（偏柔圆润），低眉骨/眼下骨感，桃花眼·眼尾明显挑·宽眼距，窄鼻根/轻鹰钩鼻梁/窄翼鼻头，厚唇·单侧上扬，宽下颌
FD00107,下颌突出脸,颌角弱化,微凸额,柔和眉骨,深眼窝,窄颧骨,薄面颊,骨感下颌,长杏眼,眼尾下沉,标准眼距,异色瞳,低鼻根,柔和鼻梁,轻翘鼻头,小嘴,嘴角下垂,异色瞳,下颌突出脸（颌角弱化），柔和眉骨/深眼窝，长杏眼·眼尾下沉·标准眼距，低鼻根/柔和鼻梁/轻翘鼻头，小嘴·嘴角下垂，骨感下颌
FD00108,圆方脸,上庭收窄,平直额,柔和眉骨,中度眼窝,宽颧骨,饱满面颊,圆方下颌,成熟长眼,眼尾延展,窄眼距,深色瞳,低鼻根,高直鼻梁,骨感鼻头,厚唇,嘴角平直,单侧酒窝,圆方脸（上庭收窄），柔和眉骨/中度眼窝，成熟长眼·眼尾延展·窄眼距，低鼻根/高直鼻梁/骨感鼻头，厚唇·嘴角平直，圆方下颌
FD00109,颧部展开脸,骨点外显,窄额,外侧突出眉骨,宽浅眼窝,宽颧骨,幼态柔软面颊,柔和下颌,平凤眼,眼尾平直,宽眼距,环状虹膜,窄鼻根,柔和鼻梁,小圆鼻头,厚唇,嘴角上扬,瞳孔残缺,颧部展开脸（骨点外显），外侧突出眉骨/宽浅眼窝，平凤眼·眼尾平直·宽眼距，窄鼻根/柔和鼻梁/小圆鼻头，厚唇·嘴角上扬，柔和下颌
FD00110,短方脸,颊部饱满,宽额,低眉骨,窄深眼窝,低颧骨,薄面颊,骨感下颌,狐狸系眼,眼尾微挑,标准眼距,异色瞳,窄鼻根,轻微偏右鼻梁,窄翼鼻头,平直唇,嘴角下垂,双侧酒窝,短方脸（颊部饱满），低眉骨/窄深眼窝，狐狸系眼·眼尾微挑·标准眼距，窄鼻根/轻微偏右鼻梁/窄翼鼻头，平直唇·嘴角下垂，骨感下颌
FD00111,长圆脸,面中立体化,低额,内侧突出眉骨,深眼窝,柔和颧骨,轻凹面颊,圆方下颌,成熟长眼,眼尾明显挑,窄眼距,琥珀瞳,高鼻根,中直鼻梁,骨感鼻头,平直唇,嘴角平直,无标志,长圆脸（面中立体化），内侧突出眉骨/深眼窝，成熟长眼·眼尾明显挑·窄眼距，高鼻根/中直鼻梁/骨感鼻头，平直唇·嘴角平直，圆方下颌
