costume_id,阵营,剪影,结构要素,配饰,状态,描述
CS00806,游侠,长袍,绑带束腰,符囊+药囊,身份剥除感,游侠·长袍｜绑带束腰｜符囊+药囊｜身份剥除感
CS00807,商贾,披风,肩甲结构,药囊+腰牌,完整如新,商贾·披风｜肩甲结构｜药囊+腰牌｜完整如新
CS00808,学宫,束身,分片下摆,旧皮带+护腕,日常使用痕,学宫·束身｜分片下摆｜旧皮带+护腕｜日常使用痕
CS00809,镇墟司,多层衣摆,暗袋夹层,面具残片+腰牌,日常使用痕,镇墟司·多层衣摆｜暗袋夹层｜面具残片+腰牌｜日常使用痕
CS00810,贵族,半甲,交领叠襟,护腕+颈饰,边境磨损,贵族·半甲｜交领叠襟｜护腕+颈饰｜边境磨损
CS00811,灰区,非对称剪裁,交领叠襟,腰牌+护腕,战损修补,灰区·非对称剪裁｜交领叠襟｜腰牌+护腕｜战损修补
CS00812,医者,宽袖,高领护颈,护腕+颈饰,日常使用痕,医者·宽袖｜高领护颈｜护腕+颈饰｜日常使用痕
CS00813,复苏体,非对称剪裁,绑带束腰,耳饰+旧皮带,边境磨损,复苏体·非对称剪裁｜绑带束腰｜耳饰+旧皮带｜边境磨损
CS00814,灰区,重甲,分片下摆,腰牌+药囊,边境磨损,灰区·重甲｜分片下摆｜腰牌+药囊｜边境磨损
CS00815,商贾,多层衣摆,高领护颈,护腕+额饰,边境磨损,商贾·多层衣摆｜高领护颈｜护腕+额饰｜边境磨损
CS00816,宗门,短衣,胸甲结构,腰牌+令牌,当下战损,宗门·短衣｜胸甲结构｜腰牌+令牌｜当下战损
CS00817,复苏体,披风,腿部绑甲,药囊+面具残片,边境磨损,复苏体·披风｜腿部绑甲｜药囊+面具残片｜边境磨损
CS00818,恶灵,短衣,腿部绑甲,符囊+耳饰,完整如新,恶灵·短衣｜腿部绑甲｜符囊+耳饰｜完整如新
CS00819,镇墟司,束身,胸甲结构,耳饰+臂环,战损修补,镇墟司·束身｜胸甲结构｜耳饰+臂环｜战损修补
CS00820,复苏体,护臂,肩甲结构,符囊+面具残片,身份剥除感,复苏体·护臂｜肩甲结构｜符囊+面具残片｜身份剥除感
CS00821,镇墟司,束身,外披短褂,颈饰+旧皮带,身份剥除感,镇墟司·束身｜外披短褂｜颈饰+旧皮带｜身份剥除感
CS00822,贵族,披风,暗袋夹层,断扣+面具残片,战损修补,贵族·披风｜暗袋夹层｜断扣+面具残片｜战损修补
CS00823,战士团,宽袖,外披短褂,臂环+断扣,战损修补,战士团·宽袖｜外披短褂｜臂环+断扣｜战损修补
CS00824,复苏体,护臂,肩甲结构,腰牌+符囊,当下战损,复苏体·护臂｜肩甲结构｜腰牌+符囊｜当下战损
CS00825,战士团,重甲,绑带束腰,臂环+面具残片,日常使用痕,战士团·重甲｜绑带束腰｜臂环+面具残片｜日常使用痕
CS00826,宗门,重甲,高领护颈,护腕+颈饰,完整如新,宗门·重甲｜高领护颈｜护腕+颈饰｜完整如新
CS00827,复苏体,短衣,肩甲结构,令牌+断扣,陈年旧物,复苏体·短衣｜肩甲结构｜令牌+断扣｜陈年旧物
CS00828,王庭,护臂,分片下摆,令牌+符囊,陈年旧物,王庭·护臂｜分片下摆｜令牌+符囊｜陈年旧物
CS00829,流亡者,长袍,暗袋夹层,断扣+面具残片,陈年旧物,流亡者·长袍｜暗袋夹层｜断扣+面具残片｜陈年旧物
CS00830,商贾,半甲,肩甲结构,臂环+耳饰,完整如新,商贾·半甲｜肩甲结构｜臂环+耳饰｜完整如新
CS00831,流亡者,多层衣摆,腿部绑甲,腰牌+符囊,完整如新,流亡者·多层衣摆｜腿部绑甲｜腰牌+符囊｜完整如新
CS00832,隐世,多层衣摆,背部长摆,断扣+护腕,完整如新,隐世·多层衣摆｜背部长摆｜断扣+护腕｜完整如新
CS00833,流亡者,多层衣摆,分片下摆,药囊+臂环,日常使用痕,流亡者·多层衣摆｜分片下摆｜药囊+臂环｜日常使用痕
CS00834,王庭,披风,交领叠襟,额饰+耳饰,战损修补,王庭·披风｜交领叠襟｜额饰+耳饰｜战损修补
CS00835,恶灵,长袍,暗袋夹层,额饰+臂环,日常使用痕,恶灵·长袍｜暗袋夹层｜额饰+臂环｜日常使用痕
CS00836,宗门,束身,胸甲结构,耳饰+颈饰,当下战损,宗门·束身｜胸甲结构｜耳饰+颈饰｜当下战损
CS00837,宗门,护臂,绑带束腰,断扣+额饰,完整如新,宗门·护臂｜绑带束腰｜断扣+额饰｜完整如新
CS00838,复苏体,束身,分片下摆,耳饰+颈饰,陈年旧物,复苏体·束身｜分片下摆｜耳饰+颈饰｜陈年旧物
CS00839,学宫,宽袖,高领护颈,断扣+符囊,身份剥除感,学宫·宽袖｜高领护颈｜断扣+符囊｜身份剥除感
CS00840,灰区,轻甲,背部长摆,护腕+断扣,边境磨损,灰区·轻甲｜背部长摆｜护腕+断扣｜边境磨损
CS00841,医者,非对称剪裁,外披短褂,旧皮带+额饰,边境磨损,医者·非对称剪裁｜外披短褂｜旧皮带+额饰｜边境磨损
CS00842,游侠,腰封,背部长摆,耳饰+旧皮带,战损修补,游侠·腰封｜背部长摆｜耳饰+旧皮带｜战损修补
CS00843,隐世,重甲,暗袋夹层,药囊+腰牌,身份剥除感,隐世·重甲｜暗袋夹层｜药囊+腰牌｜身份剥除感
CS00844,王庭,腰封,外披短褂,符囊+旧皮带,身份剥除感,王庭·腰封｜外披短褂｜符囊+旧皮带｜身份剥除感
CS00845,宗门,披风,暗袋夹层,药囊+符囊,战损修补,宗门·披风｜暗袋夹层｜药囊+符囊｜战损修补
CS00846,学宫,半甲,分片下摆,面具残片+旧皮带,完整如新,学宫·半甲｜分片下摆｜面具残片+旧皮带｜完整如新
CS00847,学宫,多层衣摆,外披短褂,护腕+符囊,战损修补,学宫·多层衣摆｜外披短褂｜护腕+符囊｜战损修补
CS00848,医者,短衣,背部长摆,符囊+腰牌,战损修补,医者·短衣｜背部长摆｜符囊+腰牌｜战损修补
CS00849,宗门,宽袖,交领叠襟,药囊+颈饰,当下战损,宗门·宽袖｜交领叠襟｜药囊+颈饰｜当下战损
CS00850,王庭,披风,高领护颈,耳饰+臂环,完整如新,王庭·披风｜高领护颈｜耳饰+臂环｜完整如新
CS00851,复苏体,束身,腿部绑甲,腰牌+耳饰,边境磨损,复苏体·束身｜腿部绑甲｜腰牌+耳饰｜边境磨损
CS00852,王庭,短衣,高领护颈,符囊+面具残片,战损修补,王庭·短衣｜高领护颈｜符囊+面具残片｜战损修补
CS00853,医者,半甲,肩甲结构,臂环+令牌,日常使用痕,医者·半甲｜肩甲结构｜臂环+令牌｜日常使用痕
CS00854,流亡者,束身,绑带束腰,腰牌+面具残片,当下战损,流亡者·束身｜绑带束腰｜腰牌+面具残片｜当下战损
CS00855,医者,重甲,绑带束腰,耳饰+断扣,当下战损,医者·重甲｜绑带束腰｜耳饰+断扣｜当下战损
CS00856,恶灵,半甲,胸甲结构,护腕+耳饰,日常使用痕,恶灵·半甲｜胸甲结构｜护腕+耳饰｜日常使用痕
CS00857,隐世,半甲,外披短褂,护腕+颈饰,身份剥除感,隐世·半甲｜外披短褂｜护腕+颈饰｜身份剥除感
CS00858,隐世,宽袖,分片下摆,旧皮带+药囊,日常使用痕,隐世·宽袖｜分片下摆｜旧皮带+药囊｜日常使用痕
CS00859,商贾,腰封,外披短褂,臂环+颈饰,边境磨损,商贾·腰封｜外披短褂｜臂环+颈饰｜边境磨损
CS00860,隐世,长袍,背部长摆,符囊+臂环,战损修补,隐世·长袍｜背部长摆｜符囊+臂环｜战损修补
CS00861,复苏体,轻甲,外披短褂,护腕+断扣,陈年旧物,复苏体·轻甲｜外披短褂｜护腕+断扣｜陈年旧物
CS00862,商贾,束身,背部长摆,臂环+护腕,当下战损,商贾·束身｜背部长摆｜臂环+护腕｜当下战损
CS00863,商贾,腰封,胸甲结构,面具残片+断扣,陈年旧物,商贾·腰封｜胸甲结构｜面具残片+断扣｜陈年旧物
CS00864,复苏体,短衣,腿部绑甲,符囊+额饰,日常使用痕,复苏体·短衣｜腿部绑甲｜符囊+额饰｜日常使用痕
CS00865,灰区,半甲,分片下摆,符囊+护腕,日常使用痕,灰区·半甲｜分片下摆｜符囊+护腕｜日常使用痕
CS00866,贵族,披风,胸甲结构,断扣+腰牌,边境磨损,贵族·披风｜胸甲结构｜断扣+腰牌｜边境磨损
CS00867,恶灵,披风,绑带束腰,断扣+护腕,当下战损,恶灵·披风｜绑带束腰｜断扣+护腕｜当下战损
CS00868,灰区,长袍,肩甲结构,断扣+腰牌,战损修补,灰区·长袍｜肩甲结构｜断扣+腰牌｜战损修补
CS00869,战士团,宽袖,暗袋夹层,额饰+颈饰,日常使用痕,战士团·宽袖｜暗袋夹层｜额饰+颈饰｜日常使用痕
CS00870,灰区,长袍,背部长摆,令牌+护腕,陈年旧物,灰区·长袍｜背部长摆｜令牌+护腕｜陈年旧物
CS00871,医者,重甲,分片下摆,面具残片+旧皮带,陈年旧物,医者·重甲｜分片下摆｜面具残片+旧皮带｜陈年旧物
CS00872,游侠,半甲,背部长摆,护腕+腰牌,当下战损,游侠·半甲｜背部长摆｜护腕+腰牌｜当下战损
CS00873,灰区,宽袖,高领护颈,面具残片+颈饰,边境磨损,灰区·宽袖｜高领护颈｜面具残片+颈饰｜边境磨损
CS00874,游侠,轻甲,暗袋夹层,药囊+臂环,完整如新,游侠·轻甲｜暗袋夹层｜药囊+臂环｜完整如新
CS00875,游侠,长袍,腿部绑甲,断扣+颈饰,陈年旧物,游侠·长袍｜腿部绑甲｜断扣+颈饰｜陈年旧物
CS00876,学宫,腰封,胸甲结构,护腕+旧皮带,完整如新,学宫·腰封｜胸甲结构｜护腕+旧皮带｜完整如新
CS00877,灰区,宽袖,暗袋夹层,护腕+耳饰,完整如新,灰区·宽袖｜暗袋夹层｜护腕+耳饰｜完整如新
CS00878,流亡者,短衣,暗袋夹层,护腕+颈饰,日常使用痕,流亡者·短衣｜暗袋夹层｜护腕+颈饰｜日常使用痕
CS00879,复苏体,宽袖,腿部绑甲,耳饰+腰牌,日常使用痕,复苏体·宽袖｜腿部绑甲｜耳饰+腰牌｜日常使用痕
CS00880,商贾,腰封,背部长摆,药囊+额饰,陈年旧物,商贾·腰封｜背部长摆｜药囊+额饰｜陈年旧物
CS00881,复苏体,宽袖,肩甲结构,断扣+符囊,身份剥除感,复苏体·宽袖｜肩甲结构｜断扣+符囊｜身份剥除感
CS00882,战士团,短衣,绑带束腰,药囊+颈饰,战损修补,战士团·短衣｜绑带束腰｜药囊+颈饰｜战损修补
CS00883,宗门,披风,胸甲结构,护腕+颈饰,日常使用痕,宗门·披风｜胸甲结构｜护腕+颈饰｜日常使用痕
CS00884,医者,长袍,外披短褂,颈饰+腰牌,身份剥除感,医者·长袍｜外披短褂｜颈饰+腰牌｜身份剥除感
CS00885,贵族,披风,绑带束腰,臂环+旧皮带,当下战损,贵族·披风｜绑带束腰｜臂环+旧皮带｜当下战损
CS00886,隐世,长袍,外披短褂,令牌+药囊,日常使用痕,隐世·长袍｜外披短褂｜令牌+药囊｜日常使用痕
CS00887,恶灵,重甲,分片下摆,耳饰+额饰,边境磨损,恶灵·重甲｜分片下摆｜耳饰+额饰｜边境磨损
CS00888,游侠,腰封,暗袋夹层,令牌+药囊,陈年旧物,游侠·腰封｜暗袋夹层｜令牌+药囊｜陈年旧物
CS00889,隐世,轻甲,绑带束腰,令牌+药囊,身份剥除感,隐世·轻甲｜绑带束腰｜令牌+药囊｜身份剥除感
CS00890,游侠,非对称剪裁,腿部绑甲,药囊+臂环,战损修补,游侠·非对称剪裁｜腿部绑甲｜药囊+臂环｜战损修补
CS00891,灰区,宽袖,腿部绑甲,符囊+药囊,身份剥除感,灰区·宽袖｜腿部绑甲｜符囊+药囊｜身份剥除感
CS00892,流亡者,非对称剪裁,高领护颈,腰牌+耳饰,当下战损,流亡者·非对称剪裁｜高领护颈｜腰牌+耳饰｜当下战损
CS00893,战士团,长袍,外披短褂,符囊+面具残片,陈年旧物,战士团·长袍｜外披短褂｜符囊+面具残片｜陈年旧物
CS00894,战士团,重甲,外披短褂,断扣+面具残片,陈年旧物,战士团·重甲｜外披短褂｜断扣+面具残片｜陈年旧物
CS00895,镇墟司,长袍,腿部绑甲,护腕+额饰,战损修补,镇墟司·长袍｜腿部绑甲｜护腕+额饰｜战损修补
CS00896,复苏体,长袍,绑带束腰,耳饰+护腕,边境磨损,复苏体·长袍｜绑带束腰｜耳饰+护腕｜边境磨损
CS00897,贵族,披风,外披短褂,腰牌+令牌,身份剥除感,贵族·披风｜外披短褂｜腰牌+令牌｜身份剥除感
CS00898,医者,宽袖,暗袋夹层,额饰+护腕,当下战损,医者·宽袖｜暗袋夹层｜额饰+护腕｜当下战损
CS00899,游侠,护臂,交领叠襟,颈饰+耳饰,日常使用痕,游侠·护臂｜交领叠襟｜颈饰+耳饰｜日常使用痕
CS00900,流亡者,束身,绑带束腰,面具残片+令牌,陈年旧物,流亡者·束身｜绑带束腰｜面具残片+令牌｜陈年旧物
CS00901,学宫,半甲,肩甲结构,耳饰+符囊,当下战损,学宫·半甲｜肩甲结构｜耳饰+符囊｜当下战损
CS00902,王庭,宽袖,背部长摆,腰牌+药囊,当下战损,王庭·宽袖｜背部长摆｜腰牌+药囊｜当下战损
CS00903,恶灵,重甲,绑带束腰,符囊+腰牌,完整如新,恶灵·重甲｜绑带束腰｜符囊+腰牌｜完整如新
CS00904,游侠,重甲,背部长摆,断扣+符囊,战损修补,游侠·重甲｜背部长摆｜断扣+符囊｜战损修补
CS00905,游侠,披风,绑带束腰,药囊+令牌,边境磨损,游侠·披风｜绑带束腰｜药囊+令牌｜边境磨损
CS00906,战士团,护臂,背部长摆,腰牌+断扣,日常使用痕,战士团·护臂｜背部长摆｜腰牌+断扣｜日常使用痕
CS00907,复苏体,披风,腿部绑甲,药囊+面具残片,完整如新,复苏体·披风｜腿部绑甲｜药囊+面具残片｜完整如新
CS00908,灰区,长袍,背部长摆,额饰+颈饰,身份剥除感,灰区·长袍｜背部长摆｜额饰+颈饰｜身份剥除感
CS00909,商贾,多层衣摆,外披短褂,断扣+符囊,战损修补,商贾·多层衣摆｜外披短褂｜断扣+符囊｜战损修补
CS00910,复苏体,宽袖,肩甲结构,耳饰+臂环,当下战损,复苏体·宽袖｜肩甲结构｜耳饰+臂环｜当下战损
CS00911,贵族,轻甲,绑带束腰,护腕+令牌,战损修补,贵族·轻甲｜绑带束腰｜护腕+令牌｜战损修补
CS00912,流亡者,重甲,绑带束腰,药囊+耳饰,身份剥除感,流亡者·重甲｜绑带束腰｜药囊+耳饰｜身份剥除感
CS00913,学宫,长袍,分片下摆,面具残片+旧皮带,陈年旧物,学宫·长袍｜分片下摆｜面具残片+旧皮带｜陈年旧物
CS00914,灰区,重甲,胸甲结构,符囊+护腕,身份剥除感,灰区·重甲｜胸甲结构｜符囊+护腕｜身份剥除感
CS00915,隐世,护臂,绑带束腰,令牌+腰牌,完整如新,隐世·护臂｜绑带束腰｜令牌+腰牌｜完整如新
CS00916,隐世,非对称剪裁,外披短褂,额饰+断扣,身份剥除感,隐世·非对称剪裁｜外披短褂｜额饰+断扣｜身份剥除感
CS00917,学宫,束身,背部长摆,耳饰+面具残片,边境磨损,学宫·束身｜背部长摆｜耳饰+面具残片｜边境磨损
CS00918,宗门,短衣,交领叠襟,断扣+护腕,当下战损,宗门·短衣｜交领叠襟｜断扣+护腕｜当下战损
CS00919,隐世,轻甲,高领护颈,面具残片+臂环,战损修补,隐世·轻甲｜高领护颈｜面具残片+臂环｜战损修补
CS00920,复苏体,束身,外披短褂,臂环+令牌,陈年旧物,复苏体·束身｜外披短褂｜臂环+令牌｜陈年旧物
CS00921,游侠,非对称剪裁,绑带束腰,护腕+臂环,陈年旧物,游侠·非对称剪裁｜绑带束腰｜护腕+臂环｜陈年旧物
CS00922,贵族,非对称剪裁,肩甲结构,药囊+符囊,战损修补,贵族·非对称剪裁｜肩甲结构｜药囊+符囊｜战损修补
CS00923,游侠,护臂,交领叠襟,断扣+耳饰,陈年旧物,游侠·护臂｜交领叠襟｜断扣+耳饰｜陈年旧物
CS00924,复苏体,短衣,胸甲结构,符囊+额饰,身份剥除感,复苏体·短衣｜胸甲结构｜符囊+额饰｜身份剥除感
CS00925,恶灵,重甲,交领叠襟,颈饰+腰牌,陈年旧物,恶灵·重甲｜交领叠襟｜颈饰+腰牌｜陈年旧物
CS00926,流亡者,宽袖,绑带束腰,耳饰+药囊,身份剥除感,流亡者·宽袖｜绑带束腰｜耳饰+药囊｜身份剥除感
CS00927,商贾,短衣,高领护颈,臂环+护腕,当下战损,商贾·短衣｜高领护颈｜臂环+护腕｜当下战损
CS00928,宗门,短衣,外披短褂,令牌+面具残片,陈年旧物,宗门·短衣｜外披短褂｜令牌+面具残片｜陈年旧物
CS00929,医者,束身,交领叠襟,旧皮带+令牌,当下战损,医者·束身｜交领叠襟｜旧皮带+令牌｜当下战损
CS00930,商贾,多层衣摆,外披短褂,旧皮带+护腕,日常使用痕,商贾·多层衣摆｜外披短褂｜旧皮带+护腕｜日常使用痕
CS00931,灰区,多层衣摆,绑带束腰,颈饰+令牌,陈年旧物,灰区·多层衣摆｜绑带束腰｜颈饰+令牌｜陈年旧物
CS00932,贵族,轻甲,暗袋夹层,旧皮带+断扣,日常使用痕,贵族·轻甲｜暗袋夹层｜旧皮带+断扣｜日常使用痕
CS00933,流亡者,非对称剪裁,外披短褂,符囊+药囊,身份剥除感,流亡者·非对称剪裁｜外披短褂｜符囊+药囊｜身份剥除感
CS00934,镇墟司,重甲,背部长摆,面具残片+护腕,身份剥除感,镇墟司·重甲｜背部长摆｜面具残片+护腕｜身份剥除感
CS00935,复苏体,护臂,肩甲结构,符囊+面具残片,边境磨损,复苏体·护臂｜肩甲结构｜符囊+面具残片｜边境磨损
CS00936,镇墟司,束身,交领叠襟,药囊+额饰,完整如新,镇墟司·束身｜交领叠襟｜药囊+额饰｜完整如新
CS00937,学宫,披风,交领叠襟,断扣+令牌,完整如新,学宫·披风｜交领叠襟｜断扣+令牌｜完整如新
CS00938,学宫,腰封,背部长摆,腰牌+护腕,身份剥除感,学宫·腰封｜背部长摆｜腰牌+护腕｜身份剥除感
CS00939,医者,披风,暗袋夹层,符囊+腰牌,日常使用痕,医者·披风｜暗袋夹层｜符囊+腰牌｜日常使用痕
CS00940,学宫,非对称剪裁,交领叠襟,护腕+颈饰,战损修补,学宫·非对称剪裁｜交领叠襟｜护腕+颈饰｜战损修补
CS00941,贵族,护臂,暗袋夹层,令牌+颈饰,战损修补,贵族·护臂｜暗袋夹层｜令牌+颈饰｜战损修补
CS00942,恶灵,宽袖,肩甲结构,面具残片+护腕,身份剥除感,恶灵·宽袖｜肩甲结构｜面具残片+护腕｜身份剥除感
CS00943,宗门,半甲,交领叠襟,符囊+耳饰,边境磨损,宗门·半甲｜交领叠襟｜符囊+耳饰｜边境磨损
CS00944,游侠,腰封,交领叠襟,面具残片+额饰,日常使用痕,游侠·腰封｜交领叠襟｜面具残片+额饰｜日常使用痕
CS00945,贵族,非对称剪裁,高领护颈,护腕+符囊,当下战损,贵族·非对称剪裁｜高领护颈｜护腕+符囊｜当下战损
CS00946,游侠,半甲,肩甲结构,护腕+腰牌,日常使用痕,游侠·半甲｜肩甲结构｜护腕+腰牌｜日常使用痕
CS00947,商贾,宽袖,绑带束腰,腰牌+令牌,边境磨损,商贾·宽袖｜绑带束腰｜腰牌+令牌｜边境磨损
CS00948,隐世,短衣,肩甲结构,额饰+臂环,战损修补,隐世·短衣｜肩甲结构｜额饰+臂环｜战损修补
CS00949,恶灵,长袍,高领护颈,臂环+令牌,身份剥除感,恶灵·长袍｜高领护颈｜臂环+令牌｜身份剥除感
CS00950,灰区,披风,胸甲结构,额饰+耳饰,战损修补,灰区·披风｜胸甲结构｜额饰+耳饰｜战损修补
CS00951,医者,束身,暗袋夹层,令牌+面具残片,边境磨损,医者·束身｜暗袋夹层｜令牌+面具残片｜边境磨损
CS00952,复苏体,短衣,暗袋夹层,面具残片+旧皮带,日常使用痕,复苏体·短衣｜暗袋夹层｜面具残片+旧皮带｜日常使用痕
CS00953,游侠,束身,绑带束腰,耳饰+护腕,边境磨损,游侠·束身｜绑带束腰｜耳饰+护腕｜边境磨损
CS00954,流亡者,束身,胸甲结构,面具残片+颈饰,当下战损,流亡者·束身｜胸甲结构｜面具残片+颈饰｜当下战损
CS00955,医者,腰封,交领叠襟,臂环+颈饰,当下战损,医者·腰封｜交领叠襟｜臂环+颈饰｜当下战损
CS00956,灰区,披风,绑带束腰,护腕+耳饰,身份剥除感,灰区·披风｜绑带束腰｜护腕+耳饰｜身份剥除感
CS00957,宗门,轻甲,高领护颈,颈饰+臂环,当下战损,宗门·轻甲｜高领护颈｜颈饰+臂环｜当下战损
CS00958,隐世,束身,交领叠襟,断扣+臂环,战损修补,隐世·束身｜交领叠襟｜断扣+臂环｜战损修补
CS00959,学宫,轻甲,肩甲结构,面具残片+断扣,身份剥除感,学宫·轻甲｜肩甲结构｜面具残片+断扣｜身份剥除感
CS00960,宗门,长袍,交领叠襟,额饰+颈饰,边境磨损,宗门·长袍｜交领叠襟｜额饰+颈饰｜边境磨损
CS00961,复苏体,轻甲,高领护颈,面具残片+令牌,边境磨损,复苏体·轻甲｜高领护颈｜面具残片+令牌｜边境磨损
CS00962,灰区,非对称剪裁,肩甲结构,颈饰+旧皮带,边境磨损,灰区·非对称剪裁｜肩甲结构｜颈饰+旧皮带｜边境磨损
CS00963,宗门,非对称剪裁,交领叠襟,臂环+断扣,边境磨损,宗门·非对称剪裁｜交领叠襟｜臂环+断扣｜边境磨损
CS00964,镇墟司,重甲,背部长摆,旧皮带+护腕,当下战损,镇墟司·重甲｜背部长摆｜旧皮带+护腕｜当下战损
CS00965,复苏体,束身,肩甲结构,腰牌+断扣,边境磨损,复苏体·束身｜肩甲结构｜腰牌+断扣｜边境磨损
CS00966,贵族,护臂,绑带束腰,额饰+护腕,身份剥除感,贵族·护臂｜绑带束腰｜额饰+护腕｜身份剥除感
CS00967,医者,宽袖,暗袋夹层,颈饰+令牌,完整如新,医者·宽袖｜暗袋夹层｜颈饰+令牌｜完整如新
CS00968,流亡者,轻甲,胸甲结构,颈饰+额饰,身份剥除感,流亡者·轻甲｜胸甲结构｜颈饰+额饰｜身份剥除感
CS00969,医者,重甲,肩甲结构,药囊+令牌,身份剥除感,医者·重甲｜肩甲结构｜药囊+令牌｜身份剥除感
CS00970,灰区,宽袖,外披短褂,颈饰+旧皮带,身份剥除感,灰区·宽袖｜外披短褂｜颈饰+旧皮带｜身份剥除感
CS00971,贵族,护臂,交领叠襟,耳饰+颈饰,陈年旧物,贵族·护臂｜交领叠襟｜耳饰+颈饰｜陈年旧物
CS00972,医者,护臂,绑带束腰,额饰+腰牌,陈年旧物,医者·护臂｜绑带束腰｜额饰+腰牌｜陈年旧物
CS00973,镇墟司,轻甲,背部长摆,耳饰+额饰,边境磨损,镇墟司·轻甲｜背部长摆｜耳饰+额饰｜边境磨损
CS00974,流亡者,宽袖,暗袋夹层,旧皮带+颈饰,陈年旧物,流亡者·宽袖｜暗袋夹层｜旧皮带+颈饰｜陈年旧物
CS00975,贵族,宽袖,高领护颈,令牌+额饰,身份剥除感,贵族·宽袖｜高领护颈｜令牌+额饰｜身份剥除感
CS00976,医者,护臂,分片下摆,断扣+耳饰,当下战损,医者·护臂｜分片下摆｜断扣+耳饰｜当下战损
CS00977,灰区,轻甲,胸甲结构,药囊+耳饰,战损修补,灰区·轻甲｜胸甲结构｜药囊+耳饰｜战损修补
CS00978,游侠,半甲,胸甲结构,旧皮带+药囊,完整如新,游侠·半甲｜胸甲结构｜旧皮带+药囊｜完整如新
CS00979,战士团,宽袖,背部长摆,颈饰+额饰,日常使用痕,战士团·宽袖｜背部长摆｜颈饰+额饰｜日常使用痕
CS00980,学宫,束身,胸甲结构,耳饰+额饰,边境磨损,学宫·束身｜胸甲结构｜耳饰+额饰｜边境磨损
CS00981,宗门,护臂,交领叠襟,护腕+耳饰,边境磨损,宗门·护臂｜交领叠襟｜护腕+耳饰｜边境磨损
CS00982,学宫,长袍,绑带束腰,额饰+面具残片,日常使用痕,学宫·长袍｜绑带束腰｜额饰+面具残片｜日常使用痕
CS00983,医者,束身,外披短褂,面具残片+护腕,日常使用痕,医者·束身｜外披短褂｜面具残片+护腕｜日常使用痕
CS00984,贵族,短衣,腿部绑甲,药囊+耳饰,当下战损,贵族·短衣｜腿部绑甲｜药囊+耳饰｜当下战损
CS00985,镇墟司,半甲,腿部绑甲,药囊+额饰,身份剥除感,镇墟司·半甲｜腿部绑甲｜药囊+额饰｜身份剥除感
CS00986,商贾,重甲,暗袋夹层,药囊+腰牌,身份剥除感,商贾·重甲｜暗袋夹层｜药囊+腰牌｜身份剥除感
CS00987,流亡者,半甲,外披短褂,腰牌+护腕,完整如新,流亡者·半甲｜外披短褂｜腰牌+护腕｜完整如新
CS00988,隐世,多层衣摆,背部长摆,药囊+旧皮带,日常使用痕,隐世·多层衣摆｜背部长摆｜药囊+旧皮带｜日常使用痕
CS00989,商贾,轻甲,暗袋夹层,面具残片+臂环,身份剥除感,商贾·轻甲｜暗袋夹层｜面具残片+臂环｜身份剥除感
CS00990,流亡者,束身,暗袋夹层,旧皮带+护腕,陈年旧物,流亡者·束身｜暗袋夹层｜旧皮带+护腕｜陈年旧物
CS00991,复苏体,宽袖,分片下摆,令牌+腰牌,战损修补,复苏体·宽袖｜分片下摆｜令牌+腰牌｜战损修补
CS00992,战士团,宽袖,暗袋夹层,耳饰+腰牌,陈年旧物,战士团·宽袖｜暗袋夹层｜耳饰+腰牌｜陈年旧物
CS00993,镇墟司,束身,交领叠襟,断扣+旧皮带,边境磨损,镇墟司·束身｜交领叠襟｜断扣+旧皮带｜边境磨损
CS00994,王庭,宽袖,腿部绑甲,腰牌+药囊,边境磨损,王庭·宽袖｜腿部绑甲｜腰牌+药囊｜边境磨损
CS00995,游侠,多层衣摆,分片下摆,面具残片+护腕,当下战损,游侠·多层衣摆｜分片下摆｜面具残片+护腕｜当下战损
CS00996,镇墟司,宽袖,腿部绑甲,颈饰+护腕,当下战损,镇墟司·宽袖｜腿部绑甲｜颈饰+护腕｜当下战损
CS00997,宗门,重甲,分片下摆,药囊+臂环,边境磨损,宗门·重甲｜分片下摆｜药囊+臂环｜边境磨损
CS00998,医者,束身,肩甲结构,断扣+额饰,身份剥除感,医者·束身｜肩甲结构｜断扣+额饰｜身份剥除感
CS00999,医者,护臂,胸甲结构,颈饰+旧皮带,日常使用痕,医者·护臂｜胸甲结构｜颈饰+旧皮带｜日常使用痕
CS01000,恶灵,长袍,腿部绑甲,额饰+面具残片,当下战损,恶灵·长袍｜腿部绑甲｜额饰+面具残片｜当下战损
CS01001,灰区,束身,肩甲结构,符囊+颈饰,战损修补,灰区·束身｜肩甲结构｜符囊+颈饰｜战损修补
CS01002,学宫,重甲,背部长摆,断扣+臂环,日常使用痕,学宫·重甲｜背部长摆｜断扣+臂环｜日常使用痕
CS01003,贵族,宽袖,交领叠襟,腰牌+面具残片,日常使用痕,贵族·宽袖｜交领叠襟｜腰牌+面具残片｜日常使用痕
CS01004,王庭,短衣,外披短褂,旧皮带+护腕,边境磨损,王庭·短衣｜外披短褂｜旧皮带+护腕｜边境磨损
CS01005,隐世,长袍,腿部绑甲,臂环+符囊,完整如新,隐世·长袍｜腿部绑甲｜臂环+符囊｜完整如新
CS01006,灰区,轻甲,外披短褂,面具残片+旧皮带,日常使用痕,灰区·轻甲｜外披短褂｜面具残片+旧皮带｜日常使用痕
CS01007,流亡者,短衣,胸甲结构,面具残片+符囊,陈年旧物,流亡者·短衣｜胸甲结构｜面具残片+符囊｜陈年旧物
