p_id,第一眼,第二眼,第三眼,关键词串,视觉化要点,一句话
PS00153,聪慧,疯狂,疏离,聪慧、疯狂、疏离,聪慧→收紧动作幅度与表情；疯狂→稳定眼神；疏离→简洁剪影,第一眼聪慧，第二眼疯狂，第三眼疏离
PS00154,温柔,市井,凌厉,温柔、市井、凌厉,温柔→收紧动作幅度与表情；市井→稳定眼神；凌厉→高洁材质,第一眼温柔，第二眼市井，第三眼凌厉
PS00155,可靠,沧桑,虔诚,可靠、沧桑、虔诚,可靠→收紧动作幅度与表情；沧桑→结构不对称；虔诚→破损细节,第一眼可靠，第二眼沧桑，第三眼虔诚
PS00156,阴郁,清冷,温润,阴郁、清冷、温润,阴郁→收紧动作幅度与表情；清冷→结构不对称；温润→简洁剪影,第一眼阴郁，第二眼清冷，第三眼温润
PS00157,孤傲,神性,清冷,孤傲、神性、清冷,孤傲→收紧动作幅度与表情；神性→放松眼尾/嘴角；清冷→简洁剪影,第一眼孤傲，第二眼神性，第三眼清冷
PS00158,柔软,躁动,隐忍,柔软、躁动、隐忍,柔软→收紧动作幅度与表情；躁动→锐利眼型；隐忍→破损细节,第一眼柔软，第二眼躁动，第三眼隐忍
PS00159,坚毅,直率,危险,坚毅、直率、危险,坚毅→收紧动作幅度与表情；直率→锐利眼型；危险→破损细节,第一眼坚毅，第二眼直率，第三眼危险
PS00160,坦然,虔诚,疏离,坦然、虔诚、疏离,坦然→收紧动作幅度与表情；虔诚→稳定眼神；疏离→高洁材质,第一眼坦然，第二眼虔诚，第三眼疏离
PS00161,执拗,孤傲,疯狂,执拗、孤傲、疯狂,执拗→收紧动作幅度与表情；孤傲→结构不对称；疯狂→反差配色,第一眼执拗，第二眼孤傲，第三眼疯狂
PS00162,神秘,阴郁,局促,神秘、阴郁、局促,神秘→收紧动作幅度与表情；阴郁→非人平静；局促→高洁材质,第一眼神秘，第二眼阴郁，第三眼局促
PS00163,温柔,直率,执拗,温柔、直率、执拗,温柔→收紧动作幅度与表情；直率→材质温润；执拗→层叠结构,第一眼温柔，第二眼直率，第三眼执拗
PS00164,放纵,通透,叛逆,放纵、通透、叛逆,放纵→收紧动作幅度与表情；通透→强烈轮廓；叛逆→高洁材质,第一眼放纵，第二眼通透，第三眼叛逆
PS00165,聪慧,狠戾,天真,聪慧、狠戾、天真,聪慧→收紧动作幅度与表情；狠戾→锐利眼型；天真→反差配色,第一眼聪慧，第二眼狠戾，第三眼天真
PS00166,警觉,阴郁,局促,警觉、阴郁、局促,警觉→收紧动作幅度与表情；阴郁→强烈轮廓；局促→高洁材质,第一眼警觉，第二眼阴郁，第三眼局促
PS00167,慵懒,高贵,明亮,慵懒、高贵、明亮,慵懒→收紧动作幅度与表情；高贵→放松眼尾/嘴角；明亮→反差配色,第一眼慵懒，第二眼高贵，第三眼明亮
PS00168,沉静,亲和,清冷,沉静、亲和、清冷,沉静→收紧动作幅度与表情；亲和→非人平静；清冷→简洁剪影,第一眼沉静，第二眼亲和，第三眼清冷
PS00169,温润,温柔,阴郁,温润、温柔、阴郁,温润→收紧动作幅度与表情；温柔→非人平静；阴郁→高洁材质,第一眼温润，第二眼温柔，第三眼阴郁
PS00170,沉静,神性,凌厉,沉静、神性、凌厉,沉静→收紧动作幅度与表情；神性→稳定眼神；凌厉→高洁材质,第一眼沉静，第二眼神性，第三眼凌厉
PS00171,克制,执拗,温雅,克制、执拗、温雅,克制→收紧动作幅度与表情；执拗→结构不对称；温雅→反差配色,第一眼克制，第二眼执拗，第三眼温雅
PS00172,叛逆,野性,可靠,叛逆、野性、可靠,叛逆→收紧动作幅度与表情；野性→结构不对称；可靠→反差配色,第一眼叛逆，第二眼野性，第三眼可靠
PS00173,沉稳,冷酷,暴烈,沉稳、冷酷、暴烈,沉稳→收紧动作幅度与表情；冷酷→非人平静；暴烈→破损细节,第一眼沉稳，第二眼冷酷，第三眼暴烈
PS00174,凌厉,通透,慵懒,凌厉、通透、慵懒,凌厉→收紧动作幅度与表情；通透→锐利眼型；慵懒→层叠结构,第一眼凌厉，第二眼通透，第三眼慵懒
PS00175,悲悯,警觉,可靠,悲悯、警觉、可靠,悲悯→收紧动作幅度与表情；警觉→放松眼尾/嘴角；可靠→层叠结构,第一眼悲悯，第二眼警觉，第三眼可靠
PS00176,沧桑,狠戾,温雅,沧桑、狠戾、温雅,沧桑→收紧动作幅度与表情；狠戾→非人平静；温雅→反差配色,第一眼沧桑，第二眼狠戾，第三眼温雅
PS00177,坦然,神秘,通透,坦然、神秘、通透,坦然→收紧动作幅度与表情；神秘→结构不对称；通透→反差配色,第一眼坦然，第二眼神秘，第三眼通透
PS00178,疯狂,局促,暴烈,疯狂、局促、暴烈,疯狂→收紧动作幅度与表情；局促→结构不对称；暴烈→高洁材质,第一眼疯狂，第二眼局促，第三眼暴烈
PS00179,强健,张扬,狠戾,强健、张扬、狠戾,强健→收紧动作幅度与表情；张扬→强烈轮廓；狠戾→高洁材质,第一眼强健，第二眼张扬，第三眼狠戾
PS00180,妖异,局促,疏离,妖异、局促、疏离,妖异→收紧动作幅度与表情；局促→放松眼尾/嘴角；疏离→简洁剪影,第一眼妖异，第二眼局促，第三眼疏离
PS00181,疏离,冷酷,聪慧,疏离、冷酷、聪慧,疏离→收紧动作幅度与表情；冷酷→放松眼尾/嘴角；聪慧→高洁材质,第一眼疏离，第二眼冷酷，第三眼聪慧
PS00182,叛逆,直率,坦然,叛逆、直率、坦然,叛逆→收紧动作幅度与表情；直率→非人平静；坦然→反差配色,第一眼叛逆，第二眼直率，第三眼坦然
PS00183,克制,危险,野性,克制、危险、野性,克制→收紧动作幅度与表情；危险→结构不对称；野性→层叠结构,第一眼克制，第二眼危险，第三眼野性
PS00184,柔软,沉稳,危险,柔软、沉稳、危险,柔软→收紧动作幅度与表情；沉稳→稳定眼神；危险→层叠结构,第一眼柔软，第二眼沉稳，第三眼危险
PS00185,克制,沉稳,通透,克制、沉稳、通透,克制→收紧动作幅度与表情；沉稳→结构不对称；通透→反差配色,第一眼克制，第二眼沉稳，第三眼通透
PS00186,孤傲,叛逆,柔软,孤傲、叛逆、柔软,孤傲→收紧动作幅度与表情；叛逆→强烈轮廓；柔软→反差配色,第一眼孤傲，第二眼叛逆，第三眼柔软
PS00187,散漫,可靠,狠戾,散漫、可靠、狠戾,散漫→收紧动作幅度与表情；可靠→放松眼尾/嘴角；狠戾→简洁剪影,第一眼散漫，第二眼可靠，第三眼狠戾
PS00188,天真,沉静,警觉,天真、沉静、警觉,天真→收紧动作幅度与表情；沉静→稳定眼神；警觉→层叠结构,第一眼天真，第二眼沉静，第三眼警觉
PS00189,明亮,坦然,坚毅,明亮、坦然、坚毅,明亮→收紧动作幅度与表情；坦然→结构不对称；坚毅→破损细节,第一眼明亮，第二眼坦然，第三眼坚毅
PS00190,市井,温柔,狠戾,市井、温柔、狠戾,市井→收紧动作幅度与表情；温柔→锐利眼型；狠戾→高洁材质,第一眼市井，第二眼温柔，第三眼狠戾
PS00191,张扬,放纵,狠戾,张扬、放纵、狠戾,张扬→收紧动作幅度与表情；放纵→锐利眼型；狠戾→破损细节,第一眼张扬，第二眼放纵，第三眼狠戾
PS00192,妖异,暴烈,沉静,妖异、暴烈、沉静,妖异→收紧动作幅度与表情；暴烈→材质温润；沉静→反差配色,第一眼妖异，第二眼暴烈，第三眼沉静
PS00193,清冷,张扬,局促,清冷、张扬、局促,清冷→收紧动作幅度与表情；张扬→非人平静；局促→高洁材质,第一眼清冷，第二眼张扬，第三眼局促
PS00194,疯狂,警觉,病弱,疯狂、警觉、病弱,疯狂→收紧动作幅度与表情；警觉→锐利眼型；病弱→反差配色,第一眼疯狂，第二眼警觉，第三眼病弱
PS00195,克己,病弱,疯狂,克己、病弱、疯狂,克己→收紧动作幅度与表情；病弱→结构不对称；疯狂→反差配色,第一眼克己，第二眼病弱，第三眼疯狂
PS00196,局促,狠戾,叛逆,局促、狠戾、叛逆,局促→收紧动作幅度与表情；狠戾→稳定眼神；叛逆→反差配色,第一眼局促，第二眼狠戾，第三眼叛逆
PS00197,温柔,阴郁,克己,温柔、阴郁、克己,温柔→收紧动作幅度与表情；阴郁→稳定眼神；克己→高洁材质,第一眼温柔，第二眼阴郁，第三眼克己
PS00198,克制,温雅,柔软,克制、温雅、柔软,克制→收紧动作幅度与表情；温雅→强烈轮廓；柔软→破损细节,第一眼克制，第二眼温雅，第三眼柔软
PS00199,沧桑,直率,暴烈,沧桑、直率、暴烈,沧桑→收紧动作幅度与表情；直率→放松眼尾/嘴角；暴烈→反差配色,第一眼沧桑，第二眼直率，第三眼暴烈
PS00200,病弱,神性,清冷,病弱、神性、清冷,病弱→收紧动作幅度与表情；神性→非人平静；清冷→层叠结构,第一眼病弱，第二眼神性，第三眼清冷
PS00201,直率,阴郁,虔诚,直率、阴郁、虔诚,直率→收紧动作幅度与表情；阴郁→锐利眼型；虔诚→反差配色,第一眼直率，第二眼阴郁，第三眼虔诚
PS00202,沉静,张扬,阴郁,沉静、张扬、阴郁,沉静→收紧动作幅度与表情；张扬→强烈轮廓；阴郁→反差配色,第一眼沉静，第二眼张扬，第三眼阴郁
PS00203,暴烈,放纵,散漫,暴烈、放纵、散漫,暴烈→收紧动作幅度与表情；放纵→锐利眼型；散漫→破损细节,第一眼暴烈，第二眼放纵，第三眼散漫
PS00204,散漫,警觉,张扬,散漫、警觉、张扬,散漫→收紧动作幅度与表情；警觉→材质温润；张扬→反差配色,第一眼散漫，第二眼警觉，第三眼张扬
PS00205,坦然,慵懒,暴烈,坦然、慵懒、暴烈,坦然→收紧动作幅度与表情；慵懒→非人平静；暴烈→反差配色,第一眼坦然，第二眼慵懒，第三眼暴烈
PS00206,躁动,执拗,神秘,躁动、执拗、神秘,躁动→收紧动作幅度与表情；执拗→材质温润；神秘→简洁剪影,第一眼躁动，第二眼执拗，第三眼神秘
PS00207,妖异,明亮,狠戾,妖异、明亮、狠戾,妖异→收紧动作幅度与表情；明亮→锐利眼型；狠戾→反差配色,第一眼妖异，第二眼明亮，第三眼狠戾
PS00208,从容,聪慧,沧桑,从容、聪慧、沧桑,从容→收紧动作幅度与表情；聪慧→稳定眼神；沧桑→层叠结构,第一眼从容，第二眼聪慧，第三眼沧桑
PS00209,危险,病弱,克己,危险、病弱、克己,危险→收紧动作幅度与表情；病弱→放松眼尾/嘴角；克己→简洁剪影,第一眼危险，第二眼病弱，第三眼克己
PS00210,执拗,沉静,清冷,执拗、沉静、清冷,执拗→收紧动作幅度与表情；沉静→锐利眼型；清冷→高洁材质,第一眼执拗，第二眼沉静，第三眼清冷
PS00211,妖异,亲和,野性,妖异、亲和、野性,妖异→收紧动作幅度与表情；亲和→非人平静；野性→高洁材质,第一眼妖异，第二眼亲和，第三眼野性
PS00212,虔诚,隐忍,散漫,虔诚、隐忍、散漫,虔诚→收紧动作幅度与表情；隐忍→锐利眼型；散漫→反差配色,第一眼虔诚，第二眼隐忍，第三眼散漫
PS00213,张扬,慵懒,散漫,张扬、慵懒、散漫,张扬→收紧动作幅度与表情；慵懒→强烈轮廓；散漫→反差配色,第一眼张扬，第二眼慵懒，第三眼散漫
PS00214,神秘,亲和,执拗,神秘、亲和、执拗,神秘→收紧动作幅度与表情；亲和→稳定眼神；执拗→破损细节,第一眼神秘，第二眼亲和，第三眼执拗
PS00215,危险,局促,直率,危险、局促、直率,危险→收紧动作幅度与表情；局促→放松眼尾/嘴角；直率→高洁材质,第一眼危险，第二眼局促，第三眼直率
PS00216,沉稳,隐忍,沉静,沉稳、隐忍、沉静,沉稳→收紧动作幅度与表情；隐忍→放松眼尾/嘴角；沉静→层叠结构,第一眼沉稳，第二眼隐忍，第三眼沉静
PS00217,暴烈,虔诚,病弱,暴烈、虔诚、病弱,暴烈→收紧动作幅度与表情；虔诚→强烈轮廓；病弱→简洁剪影,第一眼暴烈，第二眼虔诚，第三眼病弱
PS00218,柔软,清冷,警觉,柔软、清冷、警觉,柔软→收紧动作幅度与表情；清冷→强烈轮廓；警觉→破损细节,第一眼柔软，第二眼清冷，第三眼警觉
PS00219,张扬,天真,孤傲,张扬、天真、孤傲,张扬→收紧动作幅度与表情；天真→锐利眼型；孤傲→高洁材质,第一眼张扬，第二眼天真，第三眼孤傲
PS00220,狠戾,慵懒,沉静,狠戾、慵懒、沉静,狠戾→收紧动作幅度与表情；慵懒→强烈轮廓；沉静→反差配色,第一眼狠戾，第二眼慵懒，第三眼沉静
PS00221,克己,高贵,从容,克己、高贵、从容,克己→收紧动作幅度与表情；高贵→结构不对称；从容→破损细节,第一眼克己，第二眼高贵，第三眼从容
PS00222,市井,克制,克己,市井、克制、克己,市井→收紧动作幅度与表情；克制→非人平静；克己→层叠结构,第一眼市井，第二眼克制，第三眼克己
PS00223,坦然,柔软,阴郁,坦然、柔软、阴郁,坦然→收紧动作幅度与表情；柔软→强烈轮廓；阴郁→高洁材质,第一眼坦然，第二眼柔软，第三眼阴郁
PS00224,警觉,亲和,天真,警觉、亲和、天真,警觉→收紧动作幅度与表情；亲和→非人平静；天真→破损细节,第一眼警觉，第二眼亲和，第三眼天真
PS00225,通透,躁动,天真,通透、躁动、天真,通透→收紧动作幅度与表情；躁动→强烈轮廓；天真→反差配色,第一眼通透，第二眼躁动，第三眼天真
PS00226,天真,执拗,明亮,天真、执拗、明亮,天真→收紧动作幅度与表情；执拗→材质温润；明亮→高洁材质,第一眼天真，第二眼执拗，第三眼明亮
PS00227,悲悯,柔软,直率,悲悯、柔软、直率,悲悯→收紧动作幅度与表情；柔软→材质温润；直率→破损细节,第一眼悲悯，第二眼柔软，第三眼直率
PS00228,聪慧,悲悯,克己,聪慧、悲悯、克己,聪慧→收紧动作幅度与表情；悲悯→强烈轮廓；克己→层叠结构,第一眼聪慧，第二眼悲悯，第三眼克己
PS00229,聪慧,沉静,明亮,聪慧、沉静、明亮,聪慧→收紧动作幅度与表情；沉静→稳定眼神；明亮→高洁材质,第一眼聪慧，第二眼沉静，第三眼明亮
PS00230,克己,坚毅,阴郁,克己、坚毅、阴郁,克己→收紧动作幅度与表情；坚毅→非人平静；阴郁→反差配色,第一眼克己，第二眼坚毅，第三眼阴郁
PS00231,明亮,散漫,凌厉,明亮、散漫、凌厉,明亮→收紧动作幅度与表情；散漫→强烈轮廓；凌厉→反差配色,第一眼明亮，第二眼散漫，第三眼凌厉
PS00232,冷酷,克制,阴郁,冷酷、克制、阴郁,冷酷→收紧动作幅度与表情；克制→放松眼尾/嘴角；阴郁→破损细节,第一眼冷酷，第二眼克制，第三眼阴郁
PS00233,温雅,强健,危险,温雅、强健、危险,温雅→收紧动作幅度与表情；强健→结构不对称；危险→简洁剪影,第一眼温雅，第二眼强健，第三眼危险
PS00234,野性,聪慧,克制,野性、聪慧、克制,野性→收紧动作幅度与表情；聪慧→放松眼尾/嘴角；克制→反差配色,第一眼野性，第二眼聪慧，第三眼克制
